GLAID,Borough,Priority,Empty,Bedroom
10373,Redbridge,3,1 to 3 years,Unknown
10374,Redbridge,2,1 to 3 years,Unknown
10375,Redbridge,4,1 to 3 years,Unknown
10376,Redbridge,2,1 to 3 years,Unknown
10377,Redbridge,2,1 to 3 years,Unknown
10378,Redbridge,2,1 to 3 years,Unknown
10379,Redbridge,3,1 to 3 years,Unknown
10380,Redbridge,3,1 to 3 years,Unknown
10381,Redbridge,5,1 to 3 years,Unknown
10382,Redbridge,2,1 to 3 years,Unknown
10383,Redbridge,2,1 to 3 years,Unknown
10384,Redbridge,3,1 to 3 years,Unknown
10385,Redbridge,4,1 to 3 years,Unknown
10386,Redbridge,2,1 to 3 years,Unknown
10387,Redbridge,3,1 to 3 years,Unknown
10388,Redbridge,2,1 to 3 years,Unknown
10389,Redbridge,2,1 to 3 years,Unknown
10390,Redbridge,2,1 to 3 years,Unknown
10391,Redbridge,5,1 to 3 years,Unknown
10392,Redbridge,2,1 to 3 years,Unknown
10393,Redbridge,4,1 to 3 years,Unknown
10394,Redbridge,3,1 to 3 years,Unknown
10395,Redbridge,3,1 to 3 years,Unknown
10396,Redbridge,2,1 to 3 years,Unknown
10397,Redbridge,3,1 to 3 years,Unknown
10398,Redbridge,2,1 to 3 years,Unknown
10399,Redbridge,3,1 to 3 years,Unknown
10400,Redbridge,3,1 to 3 years,Unknown
10401,Redbridge,2,1 to 3 years,Unknown
10402,Redbridge,2,1 to 3 years,Unknown
10403,Redbridge,3,1 to 3 years,Unknown
10404,Redbridge,2,1 to 3 years,Unknown
10405,Redbridge,3,1 to 3 years,Unknown
10406,Redbridge,2,1 to 3 years,Unknown
10407,Redbridge,3,1 to 3 years,Unknown
10408,Redbridge,3,1 to 3 years,Unknown
10409,Redbridge,2,1 to 3 years,Unknown
10411,Redbridge,3,1 to 3 years,Unknown
10412,Redbridge,3,1 to 3 years,Unknown
10413,Redbridge,2,1 to 3 years,Unknown
10414,Redbridge,2,1 to 3 years,Unknown
10415,Redbridge,3,1 to 3 years,Unknown
10416,Redbridge,3,1 to 3 years,Unknown
10417,Redbridge,3,1 to 3 years,Unknown
10418,Redbridge,3,1 to 3 years,Unknown
10420,Redbridge,2,1 to 3 years,Unknown
10421,Redbridge,2,1 to 3 years,Unknown
10422,Redbridge,2,1 to 3 years,Unknown
10423,Redbridge,2,1 to 3 years,Unknown
10424,Redbridge,4,Over 5 years,Unknown
10425,Redbridge,2,Over 5 years,Unknown
10426,Redbridge,2,Over 5 years,Unknown
10427,Redbridge,3,Over 5 years,Unknown
10428,Redbridge,3,Over 5 years,Unknown
10429,Redbridge,3,Over 5 years,Unknown
10430,Redbridge,3,Over 5 years,Unknown
10431,Redbridge,3,Over 5 years,Unknown
10432,Redbridge,4,1 to 3 years,Unknown
10433,Redbridge,2,1 to 3 years,Unknown
10434,Redbridge,3,1 to 3 years,Unknown
10435,Redbridge,3,1 to 3 years,Unknown
10436,Redbridge,3,1 to 3 years,Unknown
10437,Redbridge,3,1 to 3 years,Unknown
10439,Redbridge,3,1 to 3 years,Unknown
10440,Redbridge,3,1 to 3 years,Unknown
10441,Redbridge,2,1 to 3 years,Unknown
10442,Redbridge,3,3 to 5 years,Unknown
10443,Redbridge,3,1 to 3 years,Unknown
10444,Redbridge,3,1 to 3 years,Unknown
10445,Redbridge,3,1 to 3 years,Unknown
10446,Redbridge,3,1 to 3 years,Unknown
10447,Redbridge,3,1 to 3 years,Unknown
10448,Redbridge,2,1 to 3 years,Unknown
10449,Redbridge,3,1 to 3 years,Unknown
10450,Redbridge,2,1 to 3 years,Unknown
10451,Redbridge,3,1 to 3 years,Unknown
10452,Redbridge,3,1 to 3 years,Unknown
10453,Redbridge,4,1 to 3 years,Unknown
10454,Redbridge,2,1 to 3 years,Unknown
10455,Redbridge,2,1 to 3 years,Unknown
10457,Redbridge,2,1 to 3 years,Unknown
10458,Redbridge,2,1 to 3 years,Unknown
10459,Redbridge,3,1 to 3 years,Unknown
10460,Redbridge,3,1 to 3 years,Unknown
10461,Redbridge,2,1 to 3 years,Unknown
10462,Redbridge,2,1 to 3 years,Unknown
10463,Redbridge,3,1 to 3 years,Unknown
10464,Redbridge,2,1 to 3 years,Unknown
10465,Redbridge,3,1 to 3 years,Unknown
10466,Redbridge,3,1 to 3 years,Unknown
10467,Redbridge,2,1 to 3 years,Unknown
10468,Redbridge,3,1 to 3 years,Unknown
10469,Redbridge,2,1 to 3 years,Unknown
10471,Redbridge,3,1 to 3 years,Unknown
10472,Redbridge,2,1 to 3 years,Unknown
10473,Redbridge,2,1 to 3 years,Unknown
10474,Redbridge,3,1 to 3 years,Unknown
10475,Redbridge,3,1 to 3 years,Unknown
10476,Redbridge,3,1 to 3 years,Unknown
10477,Redbridge,2,1 to 3 years,Unknown
10478,Redbridge,2,1 to 3 years,Unknown
10480,Redbridge,3,1 to 3 years,Unknown
10482,Redbridge,2,1 to 3 years,Unknown
10483,Redbridge,3,1 to 3 years,Unknown
10484,Redbridge,2,1 to 3 years,Unknown
10485,Redbridge,2,1 to 3 years,Unknown
10486,Redbridge,3,1 to 3 years,Unknown
10487,Redbridge,3,1 to 3 years,Unknown
10488,Redbridge,3,1 to 3 years,Unknown
10490,Redbridge,2,1 to 3 years,Unknown
10491,Redbridge,2,1 to 3 years,Unknown
10492,Redbridge,2,1 to 3 years,Unknown
10493,Redbridge,3,1 to 3 years,Unknown
10494,Redbridge,2,1 to 3 years,Unknown
10495,Redbridge,2,1 to 3 years,Unknown
10496,Redbridge,3,1 to 3 years,Unknown
10497,Redbridge,2,1 to 3 years,Unknown
10498,Redbridge,3,1 to 3 years,Unknown
10499,Redbridge,3,1 to 3 years,Unknown
10500,Redbridge,3,1 to 3 years,Unknown
10501,Redbridge,3,1 to 3 years,Unknown
10502,Redbridge,2,1 to 3 years,Unknown
10503,Redbridge,3,1 to 3 years,Unknown
10504,Redbridge,2,1 to 3 years,Unknown
10505,Redbridge,2,1 to 3 years,Unknown
10506,Redbridge,2,1 to 3 years,Unknown
10507,Redbridge,3,1 to 3 years,Unknown
10508,Redbridge,3,1 to 3 years,Unknown
10509,Redbridge,3,1 to 3 years,Unknown
10510,Redbridge,2,1 to 3 years,Unknown
10511,Redbridge,2,1 to 3 years,Unknown
10512,Redbridge,2,1 to 3 years,Unknown
10513,Redbridge,2,1 to 3 years,Unknown
10514,Redbridge,2,1 to 3 years,Unknown
10515,Redbridge,2,1 to 3 years,Unknown
10516,Redbridge,2,1 to 3 years,Unknown
10517,Redbridge,2,1 to 3 years,Unknown
10518,Redbridge,2,1 to 3 years,Unknown
10519,Redbridge,2,1 to 3 years,Unknown
10520,Redbridge,2,1 to 3 years,Unknown
10521,Redbridge,2,1 to 3 years,Unknown
10522,Redbridge,2,1 to 3 years,Unknown
10523,Redbridge,2,1 to 3 years,Unknown
10524,Redbridge,2,1 to 3 years,Unknown
10525,Redbridge,2,1 to 3 years,Unknown
10526,Redbridge,2,1 to 3 years,Unknown
10527,Redbridge,2,1 to 3 years,Unknown
10528,Redbridge,2,1 to 3 years,Unknown
10529,Redbridge,2,1 to 3 years,Unknown
10530,Redbridge,2,1 to 3 years,Unknown
10531,Redbridge,2,1 to 3 years,Unknown
10532,Redbridge,2,1 to 3 years,Unknown
10533,Redbridge,2,1 to 3 years,Unknown
10534,Redbridge,2,1 to 3 years,Unknown
10535,Redbridge,2,1 to 3 years,Unknown
10536,Redbridge,2,1 to 3 years,Unknown
10537,Redbridge,2,1 to 3 years,Unknown
10538,Redbridge,2,1 to 3 years,Unknown
10539,Redbridge,2,1 to 3 years,Unknown
10540,Redbridge,2,1 to 3 years,Unknown
10541,Redbridge,2,1 to 3 years,Unknown
10542,Redbridge,2,1 to 3 years,Unknown
10543,Redbridge,2,1 to 3 years,Unknown
10544,Redbridge,2,1 to 3 years,Unknown
10545,Redbridge,2,1 to 3 years,Unknown
10546,Redbridge,2,1 to 3 years,Unknown
10547,Redbridge,2,1 to 3 years,Unknown
10548,Redbridge,2,1 to 3 years,Unknown
10549,Redbridge,2,1 to 3 years,Unknown
10550,Redbridge,2,1 to 3 years,Unknown
10551,Redbridge,2,1 to 3 years,Unknown
10552,Redbridge,3,1 to 3 years,Unknown
10553,Redbridge,2,1 to 3 years,Unknown
10554,Redbridge,2,1 to 3 years,Unknown
10555,Redbridge,2,1 to 3 years,Unknown
10556,Redbridge,2,1 to 3 years,Unknown
10557,Redbridge,2,1 to 3 years,Unknown
10558,Redbridge,2,1 to 3 years,Unknown
10559,Redbridge,3,1 to 3 years,Unknown
10560,Redbridge,4,1 to 3 years,Unknown
10561,Redbridge,2,1 to 3 years,Unknown
10562,Redbridge,2,1 to 3 years,Unknown
10563,Redbridge,2,1 to 3 years,Unknown
10564,Redbridge,2,1 to 3 years,Unknown
10565,Redbridge,2,1 to 3 years,Unknown
10566,Redbridge,2,1 to 3 years,Unknown
10567,Redbridge,2,1 to 3 years,Unknown
10568,Redbridge,2,1 to 3 years,Unknown
10569,Redbridge,2,1 to 3 years,Unknown
10570,Redbridge,2,1 to 3 years,Unknown
10571,Redbridge,2,1 to 3 years,Unknown
10572,Redbridge,2,1 to 3 years,Unknown
10573,Redbridge,2,1 to 3 years,Unknown
10574,Redbridge,2,1 to 3 years,Unknown
10575,Redbridge,2,1 to 3 years,Unknown
10576,Redbridge,2,1 to 3 years,Unknown
10577,Redbridge,2,1 to 3 years,Unknown
10578,Redbridge,2,1 to 3 years,Unknown
10579,Redbridge,2,1 to 3 years,Unknown
10580,Redbridge,2,1 to 3 years,Unknown
10581,Redbridge,2,1 to 3 years,Unknown
10582,Redbridge,2,1 to 3 years,Unknown
10583,Redbridge,2,1 to 3 years,Unknown
10584,Redbridge,2,1 to 3 years,Unknown
10585,Redbridge,2,1 to 3 years,Unknown
10587,Redbridge,2,1 to 3 years,Unknown
10588,Redbridge,3,1 to 3 years,Unknown
10589,Redbridge,4,1 to 3 years,Unknown
10590,Redbridge,3,1 to 3 years,Unknown
10591,Redbridge,2,1 to 3 years,Unknown
10592,Redbridge,3,1 to 3 years,Unknown
10593,Redbridge,3,1 to 3 years,Unknown
10594,Redbridge,2,1 to 3 years,Unknown
10595,Redbridge,2,1 to 3 years,Unknown
10596,Redbridge,3,1 to 3 years,Unknown
10598,Redbridge,3,1 to 3 years,Unknown
10599,Redbridge,2,1 to 3 years,Unknown
10600,Redbridge,2,1 to 3 years,Unknown
10601,Redbridge,2,1 to 3 years,Unknown
10602,Redbridge,3,1 to 3 years,Unknown
10603,Redbridge,2,1 to 3 years,Unknown
10604,Redbridge,2,1 to 3 years,Unknown
10605,Redbridge,2,1 to 3 years,Unknown
10607,Redbridge,3,1 to 3 years,Unknown
10608,Redbridge,3,1 to 3 years,Unknown
10609,Redbridge,3,1 to 3 years,Unknown
10610,Redbridge,5,1 to 3 years,Unknown
10611,Redbridge,3,1 to 3 years,Unknown
10612,Redbridge,3,1 to 3 years,Unknown
10613,Redbridge,4,1 to 3 years,Unknown
10614,Redbridge,4,1 to 3 years,Unknown
10615,Redbridge,4,3 to 5 years,Unknown
10617,Redbridge,2,1 to 3 years,Unknown
10618,Redbridge,2,Over 5 years,Unknown
10619,Redbridge,2,3 to 5 years,Unknown
10620,Redbridge,3,1 to 3 years,Unknown
10621,Redbridge,2,1 to 3 years,Unknown
10622,Redbridge,3,1 to 3 years,Unknown
10623,Redbridge,3,1 to 3 years,Unknown
10624,Redbridge,3,1 to 3 years,Unknown
10625,Redbridge,2,1 to 3 years,Unknown
10626,Redbridge,2,1 to 3 years,Unknown
10627,Redbridge,2,1 to 3 years,Unknown
10628,Redbridge,4,1 to 3 years,Unknown
10629,Redbridge,4,3 to 5 years,Unknown
10631,Redbridge,2,1 to 3 years,Unknown
10633,Redbridge,2,1 to 3 years,Unknown
10634,Redbridge,3,1 to 3 years,Unknown
10635,Redbridge,3,1 to 3 years,Unknown
10636,Redbridge,3,1 to 3 years,Unknown
10637,Redbridge,3,1 to 3 years,Unknown
10638,Redbridge,2,1 to 3 years,Unknown
10639,Redbridge,3,1 to 3 years,Unknown
10640,Redbridge,3,1 to 3 years,Unknown
10641,Redbridge,3,1 to 3 years,Unknown
10642,Redbridge,3,3 to 5 years,Unknown
10643,Redbridge,2,1 to 3 years,Unknown
10644,Redbridge,2,1 to 3 years,Unknown
10645,Redbridge,2,Over 5 years,Unknown
10646,Redbridge,3,1 to 3 years,Unknown
10647,Redbridge,2,1 to 3 years,Unknown
10648,Redbridge,2,1 to 3 years,Unknown
10649,Redbridge,2,1 to 3 years,Unknown
10650,Redbridge,3,1 to 3 years,Unknown
10651,Redbridge,2,1 to 3 years,Unknown
10652,Redbridge,2,1 to 3 years,Unknown
10653,Redbridge,3,1 to 3 years,Unknown
10654,Redbridge,3,1 to 3 years,Unknown
10655,Redbridge,2,1 to 3 years,Unknown
10656,Redbridge,3,1 to 3 years,Unknown
10657,Redbridge,3,1 to 3 years,Unknown
10658,Redbridge,2,1 to 3 years,Unknown
10659,Redbridge,2,1 to 3 years,Unknown
10660,Redbridge,3,1 to 3 years,Unknown
10661,Redbridge,4,1 to 3 years,Unknown
10662,Redbridge,2,Over 5 years,Unknown
10663,Redbridge,3,1 to 3 years,Unknown
10664,Redbridge,3,1 to 3 years,Unknown
10665,Redbridge,3,1 to 3 years,Unknown
10668,Redbridge,2,1 to 3 years,Unknown
10669,Redbridge,2,1 to 3 years,Unknown
10670,Redbridge,3,1 to 3 years,Unknown
10671,Redbridge,2,1 to 3 years,Unknown
10672,Redbridge,3,1 to 3 years,Unknown
10673,Redbridge,2,1 to 3 years,Unknown
10674,Redbridge,3,3 to 5 years,Unknown
10675,Redbridge,2,1 to 3 years,Unknown
10676,Redbridge,3,1 to 3 years,Unknown
10677,Redbridge,2,1 to 3 years,Unknown
10678,Redbridge,2,1 to 3 years,Unknown
10679,Redbridge,3,1 to 3 years,Unknown
10680,Redbridge,3,1 to 3 years,Unknown
10681,Redbridge,2,1 to 3 years,Unknown
10682,Redbridge,3,1 to 3 years,Unknown
10683,Redbridge,2,1 to 3 years,Unknown
10684,Redbridge,2,1 to 3 years,Unknown
10685,Redbridge,3,1 to 3 years,Unknown
10686,Redbridge,3,1 to 3 years,Unknown
10687,Redbridge,2,1 to 3 years,Unknown
10688,Redbridge,2,1 to 3 years,Unknown
10689,Redbridge,2,1 to 3 years,Unknown
10690,Redbridge,4,1 to 3 years,Unknown
10691,Redbridge,2,1 to 3 years,Unknown
10692,Redbridge,2,1 to 3 years,Unknown
10693,Redbridge,4,1 to 3 years,Unknown
10696,Redbridge,2,1 to 3 years,Unknown
10697,Redbridge,2,1 to 3 years,Unknown
10698,Redbridge,2,1 to 3 years,Unknown
10699,Redbridge,2,1 to 3 years,Unknown
10701,Redbridge,2,1 to 3 years,Unknown
10702,Redbridge,2,1 to 3 years,Unknown
10703,Redbridge,3,1 to 3 years,Unknown
10704,Redbridge,3,1 to 3 years,Unknown
10705,Redbridge,3,1 to 3 years,Unknown
10706,Redbridge,2,1 to 3 years,Unknown
10707,Redbridge,2,1 to 3 years,Unknown
10708,Redbridge,2,1 to 3 years,Unknown
10709,Redbridge,2,1 to 3 years,Unknown
10710,Redbridge,3,1 to 3 years,Unknown
10711,Redbridge,4,1 to 3 years,Unknown
10712,Redbridge,2,1 to 3 years,Unknown
10713,Redbridge,3,1 to 3 years,Unknown
10714,Redbridge,3,1 to 3 years,Unknown
10715,Redbridge,3,1 to 3 years,Unknown
10716,Redbridge,3,1 to 3 years,Unknown
10717,Redbridge,2,1 to 3 years,Unknown
10718,Redbridge,2,1 to 3 years,Unknown
10719,Redbridge,3,1 to 3 years,Unknown
10720,Redbridge,2,1 to 3 years,Unknown
10723,Redbridge,3,1 to 3 years,Unknown
10724,Redbridge,2,1 to 3 years,Unknown
10725,Redbridge,2,1 to 3 years,Unknown
10727,Redbridge,2,1 to 3 years,Unknown
10728,Redbridge,3,1 to 3 years,Unknown
10729,Redbridge,2,1 to 3 years,Unknown
10730,Redbridge,3,1 to 3 years,Unknown
10731,Redbridge,2,1 to 3 years,Unknown
10732,Redbridge,3,1 to 3 years,Unknown
10733,Redbridge,3,1 to 3 years,Unknown
10734,Redbridge,2,1 to 3 years,Unknown
10735,Redbridge,4,1 to 3 years,Unknown
10736,Redbridge,2,1 to 3 years,Unknown
10737,Redbridge,2,1 to 3 years,Unknown
10738,Redbridge,3,1 to 3 years,Unknown
10739,Redbridge,2,1 to 3 years,Unknown
10740,Redbridge,4,1 to 3 years,Unknown
10741,Redbridge,3,1 to 3 years,Unknown
10742,Redbridge,3,1 to 3 years,Unknown
10743,Redbridge,3,1 to 3 years,Unknown
10744,Redbridge,2,1 to 3 years,Unknown
10745,Redbridge,3,1 to 3 years,Unknown
10746,Redbridge,3,1 to 3 years,Unknown
10747,Redbridge,3,1 to 3 years,Unknown
10748,Redbridge,2,1 to 3 years,Unknown
10749,Redbridge,3,Over 5 years,Unknown
10750,Redbridge,2,1 to 3 years,Unknown
10751,Redbridge,3,1 to 3 years,Unknown
10752,Redbridge,3,1 to 3 years,Unknown
10753,Redbridge,2,1 to 3 years,Unknown
10754,Redbridge,3,1 to 3 years,Unknown
10755,Redbridge,2,1 to 3 years,Unknown
10756,Redbridge,2,1 to 3 years,Unknown
10757,Redbridge,2,1 to 3 years,Unknown
10758,Redbridge,2,1 to 3 years,Unknown
10759,Redbridge,2,1 to 3 years,Unknown
10760,Redbridge,3,1 to 3 years,Unknown
10761,Redbridge,2,1 to 3 years,Unknown
10762,Redbridge,3,1 to 3 years,Unknown
10763,Redbridge,3,1 to 3 years,Unknown
10765,Redbridge,2,1 to 3 years,Unknown
10766,Redbridge,3,1 to 3 years,Unknown
10767,Redbridge,2,1 to 3 years,Unknown
10768,Redbridge,2,1 to 3 years,Unknown
10769,Redbridge,2,1 to 3 years,Unknown
10771,Redbridge,2,1 to 3 years,Unknown
10772,Redbridge,2,1 to 3 years,Unknown
10773,Redbridge,2,1 to 3 years,Unknown
10774,Redbridge,3,1 to 3 years,Unknown
10775,Redbridge,2,1 to 3 years,Unknown
10776,Redbridge,2,Over 5 years,Unknown
10777,Redbridge,3,1 to 3 years,Unknown
10778,Redbridge,2,1 to 3 years,Unknown
10779,Redbridge,3,1 to 3 years,Unknown
10780,Redbridge,3,1 to 3 years,Unknown
10782,Redbridge,3,1 to 3 years,Unknown
10783,Redbridge,3,1 to 3 years,Unknown
10784,Redbridge,2,1 to 3 years,Unknown
10786,Redbridge,3,1 to 3 years,Unknown
10787,Redbridge,3,1 to 3 years,Unknown
10788,Redbridge,2,1 to 3 years,Unknown
10789,Redbridge,2,1 to 3 years,Unknown
10790,Redbridge,2,1 to 3 years,Unknown
10791,Redbridge,4,1 to 3 years,Unknown
10792,Redbridge,2,1 to 3 years,Unknown
10793,Redbridge,3,1 to 3 years,Unknown
10794,Redbridge,2,1 to 3 years,Unknown
10795,Redbridge,3,1 to 3 years,Unknown
10797,Redbridge,2,1 to 3 years,Unknown
10798,Redbridge,2,1 to 3 years,Unknown
10799,Redbridge,2,1 to 3 years,Unknown
10800,Redbridge,2,1 to 3 years,Unknown
10801,Redbridge,2,1 to 3 years,Unknown
10802,Redbridge,2,1 to 3 years,Unknown
10803,Redbridge,3,1 to 3 years,Unknown
10804,Redbridge,2,1 to 3 years,Unknown
10805,Redbridge,2,1 to 3 years,Unknown
10806,Redbridge,2,1 to 3 years,Unknown
10807,Redbridge,2,1 to 3 years,Unknown
10808,Redbridge,4,1 to 3 years,Unknown
10809,Redbridge,2,1 to 3 years,Unknown
10810,Redbridge,2,1 to 3 years,Unknown
10811,Redbridge,3,1 to 3 years,Unknown
10812,Redbridge,3,1 to 3 years,Unknown
10813,Redbridge,3,1 to 3 years,Unknown
10814,Redbridge,3,1 to 3 years,Unknown
10815,Redbridge,3,1 to 3 years,Unknown
10816,Redbridge,3,1 to 3 years,Unknown
10817,Redbridge,2,1 to 3 years,Unknown
10818,Redbridge,2,1 to 3 years,Unknown
10819,Redbridge,3,1 to 3 years,Unknown
10820,Redbridge,2,1 to 3 years,Unknown
10821,Redbridge,4,1 to 3 years,Unknown
10822,Redbridge,3,1 to 3 years,Unknown
10823,Redbridge,2,1 to 3 years,Unknown
10824,Redbridge,2,1 to 3 years,Unknown
10825,Redbridge,4,1 to 3 years,Unknown
10826,Redbridge,2,1 to 3 years,Unknown
10828,Redbridge,2,1 to 3 years,Unknown
10829,Redbridge,2,3 to 5 years,Unknown
10832,Redbridge,2,1 to 3 years,Unknown
10833,Redbridge,3,1 to 3 years,Unknown
10834,Redbridge,3,1 to 3 years,Unknown
10835,Redbridge,2,1 to 3 years,Unknown
10836,Redbridge,3,1 to 3 years,Unknown
10837,Redbridge,2,1 to 3 years,Unknown
10838,Redbridge,2,1 to 3 years,Unknown
10839,Redbridge,2,1 to 3 years,Unknown
10840,Redbridge,3,1 to 3 years,Unknown
10841,Redbridge,2,1 to 3 years,Unknown
10842,Redbridge,3,1 to 3 years,Unknown
10843,Redbridge,2,1 to 3 years,Unknown
10844,Redbridge,2,1 to 3 years,Unknown
10845,Redbridge,3,Over 5 years,Unknown
10846,Redbridge,2,Over 5 years,Unknown
10847,Redbridge,2,1 to 3 years,Unknown
10848,Redbridge,2,Over 5 years,Unknown
10849,Redbridge,2,1 to 3 years,Unknown
10850,Redbridge,3,1 to 3 years,Unknown
10870,Redbridge,3,1 to 3 years,Unknown
10871,Redbridge,3,1 to 3 years,Unknown
10872,Redbridge,2,1 to 3 years,Unknown
10873,Redbridge,2,1 to 3 years,Unknown
10874,Redbridge,2,1 to 3 years,Unknown
10875,Redbridge,4,1 to 3 years,Unknown
10876,Redbridge,2,1 to 3 years,Unknown
10877,Redbridge,2,1 to 3 years,Unknown
10878,Redbridge,2,1 to 3 years,Unknown
10879,Redbridge,2,1 to 3 years,Unknown
10880,Redbridge,3,1 to 3 years,Unknown
10881,Redbridge,3,1 to 3 years,Unknown
10882,Redbridge,2,1 to 3 years,Unknown
10883,Redbridge,2,3 to 5 years,Unknown
10884,Redbridge,4,1 to 3 years,Unknown
10885,Redbridge,3,1 to 3 years,Unknown
10887,Redbridge,3,1 to 3 years,Unknown
10888,Redbridge,3,1 to 3 years,Unknown
10889,Redbridge,2,1 to 3 years,Unknown
10890,Redbridge,3,1 to 3 years,Unknown
10891,Redbridge,3,1 to 3 years,Unknown
10893,Redbridge,3,1 to 3 years,Unknown
10894,Redbridge,2,1 to 3 years,Unknown
10895,Redbridge,1,1 to 3 years,Unknown
10896,Redbridge,3,1 to 3 years,Unknown
10897,Redbridge,3,1 to 3 years,Unknown
10898,Redbridge,2,1 to 3 years,Unknown
10899,Redbridge,2,1 to 3 years,Unknown
10900,Redbridge,3,1 to 3 years,Unknown
10901,Redbridge,3,1 to 3 years,Unknown
10902,Redbridge,3,1 to 3 years,Unknown
10903,Redbridge,2,1 to 3 years,Unknown
10904,Redbridge,2,1 to 3 years,Unknown
10905,Redbridge,3,1 to 3 years,Unknown
10907,Redbridge,3,1 to 3 years,Unknown
10908,Redbridge,3,1 to 3 years,Unknown
10912,Redbridge,3,1 to 3 years,Unknown
10913,Redbridge,2,1 to 3 years,Unknown
10914,Redbridge,3,1 to 3 years,Unknown
10915,Redbridge,3,1 to 3 years,Unknown
10916,Redbridge,2,1 to 3 years,Unknown
10917,Redbridge,3,1 to 3 years,Unknown
10918,Redbridge,2,1 to 3 years,Unknown
10919,Redbridge,3,1 to 3 years,Unknown
10920,Redbridge,3,1 to 3 years,Unknown
10921,Redbridge,3,1 to 3 years,Unknown
10922,Redbridge,3,1 to 3 years,Unknown
10923,Redbridge,2,1 to 3 years,Unknown
10924,Redbridge,2,1 to 3 years,Unknown
10925,Redbridge,3,1 to 3 years,Unknown
10926,Redbridge,2,1 to 3 years,Unknown
10927,Redbridge,3,1 to 3 years,Unknown
10928,Redbridge,3,1 to 3 years,Unknown
10929,Redbridge,2,1 to 3 years,Unknown
10930,Redbridge,2,1 to 3 years,Unknown
10931,Redbridge,3,1 to 3 years,Unknown
10932,Redbridge,3,1 to 3 years,Unknown
10933,Redbridge,2,1 to 3 years,Unknown
10934,Redbridge,2,1 to 3 years,Unknown
10937,Redbridge,4,1 to 3 years,Unknown
10938,Redbridge,3,1 to 3 years,Unknown
10939,Redbridge,2,1 to 3 years,Unknown
10941,Redbridge,4,3 to 5 years,Unknown
10942,Redbridge,2,1 to 3 years,Unknown
10943,Redbridge,3,1 to 3 years,Unknown
10944,Redbridge,2,1 to 3 years,Unknown
10945,Redbridge,3,1 to 3 years,Unknown
10946,Redbridge,3,1 to 3 years,Unknown
10947,Redbridge,2,1 to 3 years,Unknown
10950,Redbridge,3,1 to 3 years,Unknown
10951,Redbridge,3,1 to 3 years,Unknown
10952,Redbridge,3,1 to 3 years,Unknown
10953,Redbridge,2,1 to 3 years,Unknown
10954,Redbridge,2,1 to 3 years,Unknown
10955,Redbridge,2,1 to 3 years,Unknown
10956,Redbridge,3,1 to 3 years,Unknown
10957,Redbridge,3,1 to 3 years,Unknown
10958,Redbridge,3,1 to 3 years,Unknown
10959,Redbridge,3,1 to 3 years,Unknown
10960,Redbridge,2,1 to 3 years,Unknown
10961,Redbridge,3,1 to 3 years,Unknown
10962,Redbridge,3,1 to 3 years,Unknown
10963,Redbridge,2,1 to 3 years,Unknown
10964,Redbridge,3,1 to 3 years,Unknown
10965,Redbridge,3,1 to 3 years,Unknown
10966,Redbridge,2,1 to 3 years,Unknown
10967,Redbridge,2,1 to 3 years,Unknown
10968,Redbridge,4,1 to 3 years,Unknown
10969,Redbridge,3,1 to 3 years,Unknown
10970,Redbridge,3,1 to 3 years,Unknown
10972,Redbridge,2,1 to 3 years,Unknown
10974,Redbridge,2,Over 5 years,Unknown
10975,Redbridge,3,1 to 3 years,Unknown
10976,Redbridge,2,1 to 3 years,Unknown
10977,Redbridge,2,1 to 3 years,Unknown
10978,Redbridge,2,1 to 3 years,Unknown
10979,Redbridge,2,1 to 3 years,Unknown
10980,Redbridge,3,1 to 3 years,Unknown
10981,Redbridge,3,1 to 3 years,Unknown
10982,Redbridge,3,1 to 3 years,Unknown
10983,Redbridge,3,1 to 3 years,Unknown
10984,Redbridge,2,1 to 3 years,Unknown
10985,Redbridge,3,1 to 3 years,Unknown
10986,Redbridge,3,1 to 3 years,Unknown
10987,Redbridge,3,1 to 3 years,Unknown
